100,100
49.20571001465787,45.69702152577149,K,R
49.302365511112356,24.890488495160533,K,R
49.44353905382845,26.424267562517162,K,R
49.01360737558468,55.17615215155651,K,R
48.843174703128994,13.826743371480081,K,R
73.31204406718994,51.977654144557164,C,B
73.31419411850979,22.039352011443032,C,B
47.630748638496094,62.84448307404422,K,B
75.94737840079216,88.06298944292035,C,B
50.14878760182391,46.87750050804626,K,B
73.31253321453904,39.9224928108438,C,B
37.34878804038004,18.616340558003042,P,R
63.513930958164444,73.57109893613021,P,B
25.612630686119562,79.14618489929885,C,R
62.62053965936876,18.850136259182324,P,B
26.682375429862468,39.84486183211534,C,R
73.31201256317635,54.98987551450895,C,B
73.31247935145178,64.0624785053876,C,B
62.84296817487412,70.23988454418719,P,B
26.68509466713166,52.08643923141784,C,R
73.31751467973355,33.94560403505093,C,B
33.40223680100766,86.05546151801579,P,R
47.6777327256534,6.202929303270441,K,B
62.64084709191929,30.599298047422117,P,B
37.37172175098131,58.24913968836882,P,R
26.678479315485692,16.272067285845203,C,R
66.06900423632071,83.72389830904531,P,B
47.85625428640418,53.168815350286636,K,B
37.36810091075743,36.85199998399469,P,R
24.878995136881475,83.49751518212268,C,R
47.313302417729844,31.289953097769086,K,B
37.372962416188656,55.20720700504544,P,R
37.3738052886475,52.17216348144384,P,R
26.66568689994693,18.97766919265001,C,R
64.46452032937921,77.31292801883328,P,B
62.624735716159364,42.95722723083058,P,B
62.61721300332048,45.92177730079669,P,B
62.61720993539598,61.054845298025846,P,B
48.743344021930945,65.0184037805101,K,R
62.61698919045865,48.94054775382017,P,B
37.367764987682314,13.223107760766636,P,R
48.967425742347785,58.31103985309365,K,R
73.34126573473995,69.01730971698596,C,B
73.60527502909608,72.90829346299812,C,B
62.61802153566258,39.8764822959704,P,B
25.258569584611948,81.29027225197544,C,R
36.54344102310829,73.72394827872513,P,R
62.634209441896154,9.914252191965163,P,B
47.419325748688934,69.20735224190446,K,B
73.32334507776275,12.782359258639703,C,B
26.679656911009985,67.30572302737308,C,R
48.79599962953051,36.79532377140198,K,R
37.36494108116932,16.27317372149708,P,R
26.66235630054509,25.42080338465404,C,R
37.366798704533956,10.23238932447874,P,R
48.532920127296364,28.95589471609186,K,R
49.15350381978437,48.5856261227948,K,R
47.5164167111259,66.06678430707984,K,B
37.316288781933146,49.12190762810893,P,R
63.965601346879936,75.38667823367399,P,B
48.81258737506689,39.911142632366904,K,R
26.667075830062387,69.20914893805902,C,R
47.80878717449191,9.171761259486091,K,B
26.680617874132174,31.105980629154637,C,R
47.69781128385445,16.299268262019872,K,B
47.657465287133,12.750354437406887,K,B
48.68603524824995,41.7960953866859,K,R
26.64732621141868,45.64845568345318,C,R
73.31894161440827,27.790613589171837,C,B
48.92055838256004,21.170865921088293,K,R
37.274043611118564,45.56731248486687,P,R
74.42573682408502,79.0549961064027,C,B
73.44006608940239,70.94930066144192,C,B
24.481137158516574,85.76527904509584,C,R
62.63279660217919,27.60763158816665,P,B
37.34849446199397,68.99324848286406,P,R
73.83030763672848,74.90635903051513,C,B
26.68130522865949,33.7933778948796,C,R
37.36832128635173,28.116850763110985,P,R
62.625820475632935,15.796536878810063,P,B
73.31575516250487,43.00034778012035,C,B
62.6167011592229,54.98475369306094,P,B
48.98129730178185,10.234086060726984,K,R
64.9912140186365,79.34870857620555,P,B
73.3120153528315,58.004735434208165,C,B
47.84468247041424,19.966227352549932,K,B
37.30844968244811,25.56371820265113,P,R
35.03758060188941,79.39699899960642,P,R
37.36681801956603,39.82255105395673,P,R
62.63018247402296,25.177516992871535,P,B
26.682054652230004,36.83026992125417,C,R
36.92339162939673,72.06249924111837,P,R
25.931307314712793,77.06214866651764,C,R
73.3180209891742,9.972526300893957,C,B
74.1068587084862,76.95302001382494,C,B
73.31221138776525,45.951687141254205,C,B
37.366352840105655,33.77759339481633,P,R
36.084981519656665,75.49473520706294,P,R
26.68478313061614,55.10967885815894,C,R
26.684349817970915,58.13683632412025,C,R
48.587197536542085,32.24919708246944,K,R
26.674839818154407,10.37399224677052,C,R
73.32528318633273,30.714492059778447,C,B
37.363245006161286,64.41319831370714,P,R
49.007841845891534,52.08385330142027,K,R
37.359131410387874,21.824748699071034,P,R
37.36627773550671,30.763136521779614,P,R
37.19942671086181,70.49682523349281,P,R
26.680387877482325,42.729518547162314,C,R
47.20974120674042,28.039194636478452,K,B
26.68292594399192,61.1862888865839,C,R
62.623420692523645,33.732554385578545,P,B
37.36722468695149,61.329296386281946,P,R
63.13195956158136,71.86044702493061,P,B
37.35862866700351,67.51003526162741,P,R
26.679581465720002,13.258332716249427,C,R
62.61671528867411,58.00897104501613,P,B
24.074750168898223,88.09615047277521,C,R
26.581001521356992,71.12217323128488,C,R
73.31298236245705,67.09833794308776,C,B
47.411342145587476,37.6138137566035,K,B
26.66253781707484,49.15575168365308,C,R
26.679143793651768,21.93699188836432,C,R
33.938556391997444,83.73961389238367,P,R
47.454231733641876,40.75230236369456,K,B
62.66753056796316,68.6845153003897,P,B
48.84993042572887,17.403420882059045,K,R
62.618908104566785,36.83737922577982,P,B
48.797022199589286,61.77170723441213,K,R
62.618045287591336,64.1045913948263,P,B
26.680884150771934,28.19017315840152,C,R
73.31506823954213,15.880135239750285,C,B
62.63497042938213,12.656470546248354,P,B
48.5306922725909,47.11503617746211,K,B
26.42499115006098,73.06014578268477,C,R
35.57580982274848,77.38695939372123,P,R
47.36095512724659,34.44947397994076,K,B
73.31334233718746,61.00593644713819,C,B
73.31354602346704,18.922285593924702,C,B
74.77762538120206,81.21629007254698,C,B
75.1536756905958,83.43851409746598,C,B
26.68149478529462,64.24094340414368,C,R
50.68130532863722,25.562866852364657,K,B
